% Version:            COMSOL 6.3.0.290
% Date:               May 28 2026, 02:31
% Table:              SoC_OCV - SoC data
% SoC                          OCV (V)   
0.99                          3.2999172512050223
0.9889837719896358            3.341686432754333
0.9879675439792718            3.3779891234625983
0.9869513159689076            3.408849387133661
0.9859350879585436            3.434805809599623
0.9849188599481794            3.4563267958318526
0.9839026319378154            3.473877874593016
0.9828864039274512            3.4879261560173718
0.9818701759170871            3.4989387361762017
0.980853947906723             3.5073826757180107
0.9798377198963589            3.513725037986895
0.9788214918859948            3.5184328823079167
0.9778052638756307            3.521973267079649
0.9767890358652666            3.5248134769231436
0.9757728078549025            3.5274106685401465
0.9747565798445383            3.5301011372579065
0.9737403518341743            3.532914835302013
0.9727241238238101            3.5357892594261724
0.9717078958134461            3.5386627912907933
0.9706916678030819            3.5414737474754645
0.9696754397927179            3.5441603505648165
0.9686592117823537            3.5466640428740295
0.9676429837719897            3.548952545194008
0.9666267557616255            3.5510440494467095
0.9656105277512614            3.5529695031900825
0.9645942997408973            3.5547596908393437
0.9635780717305332            3.556445386257525
0.9625618437201691            3.558057394235034
0.961545615709805             3.559624668491429
0.9605293876994409            3.561164838482755
0.9595131596890768            3.56267844898903
0.9584969316787126            3.5641624962746685
0.9574807036683486            3.5656140248249817
0.9564644756579844            3.5670300885853976
0.9554482476476204            3.568407732861612
0.9544320196372562            3.5697444868269237
0.9534157916268922            3.571040199569424
0.952399563616528             3.5722975270995776
0.951383335606164             3.573519588985498
0.9503671075957998            3.574709500999808
0.9493508795854357            3.575870376166272
0.9483346515750716            3.5770053258064296
0.9473184235647075            3.5781173021753663
0.9463021955543434            3.5792086706304205
0.9452859675439793            3.5802812233733645
0.9442697395336151            3.581336666649058
0.9432535115232511            3.5823767048475017
0.9422372835128869            3.5834030419303478
0.9412210555025229            3.584417378633587
0.9402048274921587            3.5854209821389036
0.9391885994817947            3.586413780408601
0.9381723714714305            3.5873946377301107
0.9371561434610665            3.588362311510296
0.9361399154507023            3.589315558259533
0.9351236874403381            3.590253136219312
0.9341074594299741            3.591173817651147
0.9330912314196099            3.5920770560239768
0.9320750034092459            3.592964014786431
0.9310587753988817            3.593836960532048
0.9300425473885177            3.5946982494949205
0.9290263193781535            3.595550239860005
0.9280100913677894            3.5963952881355095
0.9269938633574253            3.5972357244197672
0.9259776353470612            3.598073098501416
0.9249614073366971            3.5989073556209004
0.923945179326333             3.599737602485354
0.9229289513159689            3.6005628910583702
0.9219127233056048            3.601382271496461
0.9208964952952406            3.602194793139019
0.9198802672848766            3.602999529573541
0.9188640392745124            3.6037960112663514
0.9178478112641484            3.6045845430031616
0.9168315832537842            3.6053657534973977
0.9158153552434202            3.6061402910035176
0.914799127233056             3.606908801803757
0.913782899222692             3.607671933888695
0.9127666712123278            3.608430319471025
0.9117504432019637            3.6091843375177453
0.9107342151915996            3.609934021002384
0.9097179871812355            3.610679285787654
0.9087017591708714            3.611420043619721
0.9076855311605073            3.6121562048839886
0.9066693031501432            3.6128876813825794
0.9056530751397791            3.6136144017833227
0.904636847129415             3.6143365222687396
0.9036206191190509            3.6150544575905545
0.9026043911086867            3.615768686955965
0.9015881630983227            3.6164796930621836
0.9005719350879585            3.6171879590595735
0.8995557070775945            3.6178939664583787
0.8985394790672303            3.6185981606894564
0.8975232510568663            3.6193006037401405
0.8965070230465021            3.6200010033188628
0.8954907950361379            3.620699003911046
0.8944745670257739            3.6213942453410426
0.8934583390154098            3.6220863694161034
0.8924421110050457            3.6227750157433323
0.8914258829946815            3.6234598709194525
0.8904096549843175            3.6241409974372627
0.8893934269739534            3.6248187403586196
0.8883771989635892            3.625493477558657
0.8873609709532251            3.626165585469877
0.886344742942861             3.626835445039287
0.885328514932497             3.627503431943504
0.8843122869221328            3.6281698801169444
0.8832960589117687            3.628834770658108
0.8822798309014046            3.6294978892834338
0.8812636028910404            3.630159007981695
0.8802473748806764            3.630817899538708
0.8792311468703122            3.631474317404361
0.8782149188599482            3.632128043458991
0.877198690849584             3.6327789651890976
0.87618246283922              3.633427548583791
0.8751662348288558            3.6340745050487735
0.8741500068184918            3.634720547027055
0.8731337788081276            3.6353663880614975
0.8721175507977635            3.636012743338334
0.8711013227873994            3.636660307329724
0.8700850947770353            3.637309476097272
0.8690688667666712            3.637959554177776
0.8680526387563071            3.6386094685790047
0.867036410745943             3.6392581479093127
0.8660201827355789            3.6399045188302783
0.8650039547252147            3.6405475071033293
0.8639877267148507            3.6411860863907286
0.8629714987044865            3.6418197432844175
0.8619552706941225            3.642449296023695
0.8609390426837583            3.6430759481792694
0.8599228146733943            3.6437008984500006
0.8589065866630301            3.644325350020521
0.857890358652666             3.6449505039757675
0.8568741306423019            3.645577488296511
0.8558579026319378            3.646206864701089
0.8548416746215737            3.6468381024280125
0.8538254466112096            3.6474704036962193
0.8528092186008455            3.64810297487387
0.8517929905904813            3.64873502441112
0.8507767625801173            3.64936575741209
0.8497605345697532            3.649994441112522
0.848744306559389             3.6506206982111693
0.847728078549025             3.6512446760172956
0.8467118505386608            3.6518666336946026
0.8456956225282968            3.6524868282379632
0.8446793945179326            3.653105516318562
0.8436631665075685            3.6537229542363088
0.8426469384972044            3.6543393808419418
0.8416307104868403            3.654954951875487
0.8406144824764762            3.655569723741759
0.839598254466112             3.656183735874299
0.838582026455748             3.6567970283643074
0.8375657984453839            3.6574096413029853
0.8365495704350198            3.6580216147815316
0.8355333424246556            3.658632988891148
0.8345171144142915            3.659243806224759
0.8335008864039275            3.659854112615161
0.8324846583935633            3.6604639537290584
0.8314684303831992            3.6610733749356617
0.8304522023728351            3.6616824218008697
0.8294359743624711            3.662291140220979
0.8284197463521069            3.6628995493347105
0.8274035183417427            3.6635075925672655
0.8263872903313787            3.664115154070892
0.8253710623210145            3.664722110988942
0.8243548343106505            3.6653283409918567
0.8233386063002863            3.6659337212305303
0.8223223782899223            3.6665381294051684
0.8213061502795581            3.667141450672575
0.8202899222691941            3.6677435875649493
0.8192736942588299            3.6683444554882945
0.8182574662484658            3.6689439705057163
0.8172412382381017            3.6695420478704204
0.8162250102277376            3.670138603872921
0.8152087822173735            3.670733555246878
0.8141925542070094            3.6713268338130556
0.8131763261966453            3.671918402227352
0.8121600981862812            3.6725082399569247
0.811143870175917             3.6730963259722875
0.810127642165553             3.6736826408618435
0.8091114141551888            3.6742671651995904
0.8080951861448248            3.674849887658142
0.8070789581344606            3.675431008050655
0.8060627301240966            3.6760110795853365
0.8050465021137324            3.676590798601638
0.8040302741033684            3.677170868899994
0.8030140460930042            3.677751995736604
0.8019978180826401            3.678334882471773
0.800981590072276             3.678920200052164
0.7999653620619119            3.679508008129768
0.7989491340515478            3.6800975216955756
0.7979329060411837            3.6806876894532943
0.7969166780308196            3.6812774482061865
0.7959004500204554            3.681865734252093
0.7948842220100913            3.6824514836322395
0.7938679939997273            3.6830336837387647
0.7928517659893631            3.68361203925257
0.7918355379789991            3.684187075038506
0.7908193099686349            3.6847595068585717
0.7898030819582708            3.6853300571816896
0.7887868539479067            3.68589944951409
0.7877706259375425            3.686468406707364
0.7867543979271785            3.6870376001131215
0.7857381699168144            3.687607093265583
0.7847219419064503            3.688176387610127
0.7837057138960861            3.68874489482293
0.7826894858857221            3.6893120230585525
0.781673257875358             3.689877181102738
0.7806570298649939            3.6904397751335036
0.7796408018546297            3.690999293831353
0.7786245738442656            3.6915560268970022
0.7776083458339015            3.692110851857826
0.7765921178235374            3.692664700535319
0.7755758898131733            3.6932185072226633
0.7745596618028092            3.6937732044187834
0.7735434337924452            3.694329727430711
0.772527205782081             3.6948888697544318
0.7715109777717168            3.695450165869203
0.7704947497613528            3.696012448109014
0.7694785217509886            3.696574516245074
0.7684622937406246            3.6971351804166024
0.7674460657302604            3.697693254432771
0.7664298377198964            3.6982475620328823
0.7654136097095322            3.698797150049244
0.764397381699168             3.699342230675695
0.763381153688804             3.699883516371835
0.7623649256784399            3.7004217206345653
0.7613486976680759            3.700957557998097
0.7603324696577117            3.7014917436427908
0.7593162416473476            3.7020249827817326
0.7583000136369835            3.702557872469935
0.7572837856266194            3.7030906271935455
0.7562675576162553            3.703623326377175
0.7552513296058911            3.704156050653519
0.7542351015955271            3.7046888777360305
0.7532188735851629            3.7052218883458656
0.7522026455747988            3.705755145093426
0.7511864175644347            3.7062885601693045
0.7501701895540707            3.706821678276911
0.7491539615437065            3.707353931971563
0.7481377335333425            3.70788475338917
0.7471215055229783            3.708413573905223
0.7461052775126142            3.7089398272175647
0.7450890495022501            3.7094629930265457
0.7440728214918859            3.7099828954363927
0.7430565934815219            3.7104999861010994
0.7420403654711578            3.711014884095305
0.7410241374607937            3.711528206206705
0.7400079094504295            3.7120405695073133
0.7389916814400654            3.7125525915191604
0.7379754534297014            3.7130648526733703
0.7369592254193372            3.713577733035952
0.7359429974089731            3.7140913236126814
0.734926769398609             3.714605651131027
0.733910541388245             3.7151207429990096
0.7328943133778808            3.7156366266016403
0.7318780853675166            3.7161533284050785
0.7308618573571526            3.7166708318203576
0.7298456293467885            3.71718892121536
0.7288294013364244            3.7177071557503147
0.7278131733260602            3.7182250522748626
0.7267969453156962            3.7187421272330763
0.7257807173053321            3.7192578976912847
0.724764489294968             3.719771881282437
